nm9423081&Willie Aames&1960
nm9426407&Jane Lapotaire&1941
nm9426408&Rod LaRocque&1896
nm9426409&Erik Larsen&NULL
nm9426410&Ham Larsen&NULL
nm9426411&Keith Larsen&1925
nm9426412&Wolf Larson&1959
nm9426413&Jack LaRue&1927
nm9426414&Sidney Lassick&NULL
nm9426415&Lassie&NULL
nm9426416&Louise Latham&NULL
nm9426417&Queen Latifah&NULL
nm9426418&Frank Latimore&NULL
nm9426419&Matt Lattanzi&NULL
nm9426420&Lyle Lattel&NULL
nm9426421&Ellen Hamilton Latzen&NULL
nm9426422&Chester Lauck&1902
nm9426423&Tom Laughlin&1938
nm9426424&Charles Laughton&1899
nm9426425&Cyndi Lauper&1953
nm9426426&Carol Laure&NULL
nm9426427&Stan Laurel&1890
nm9426428&Laurel and Hardy&NULL
nm9426429&John Laurie&NULL
nm9426430&Piper Laurie&1932
nm9426431&Ed Lauter&1940
nm9426432&Harry Lauter&1920
nm9426433&Daliah Lavi&1940
nm9426434&Peter Lawford&1923
nm9426435&Jody Lawrence&1930
nm9426436&Adam Lawrence&NULL
nm9426437&Barbara Lawrence&1928
nm9426438&Bruno Lawrence&NULL
nm9426439&Delphi Lawrence&1927
nm9426440&Florence Lawrence&1886
nm9426441&Gertrude Lawrence&1898
nm9426442&Marc Lawrence&1910
nm9426443&Steve Lawrence&NULL
nm9426444&Leigh Lawson&1944
nm9426445&Wilfrid Lawson&1900
nm9426446&Frank Lawton&1904
nm9426447&George Lazenby&1939
nm9426448&Robin Leach&NULL
nm9426449&Rosemary Leach&NULL
nm9426450&Zarah Leander&1907
nm9426451&Michael Learned&1939
nm9426452&Denis Leary&1958
nm9426453&JeanPierre Leaud&1944
nm9426454&Stanley Leavitt&NULL
nm9426455&Kelly LeBrock&NULL
nm9426456&Francis Lederer&1906
nm9426457&Otto Lederer&NULL
nm9426458&Anna Lee&1914
nm9426459&Berlinda Lee&1935
nm9426460&Bill Lee&1928
nm9426461&Bernard Lee&1908
nm9426462&Brandon Lee&1964
nm9426463&Bruce Lee&1940
nm9426464&Canada Lee&1907
nm9426465&Carl Lee&NULL
nm9426466&China Lee&NULL
nm9426467&Christopher Lee&1922
nm9426468&Cinque Lee&NULL
nm9426469&Cynthia Lee&NULL
nm9426470&Davey Lee&1925
nm9426471&Dixie Lee&1911
nm9426472&Dorothy Lee&1911
nm9426473&Gypsy Rose Lee&1913
nm9426474&Joie Lee&NULL
nm9426475&Mark Lee&NULL
nm9426476&Michele Lee&1942
nm9426477&Robbie Lee&NULL
nm9426478&Peggy Lee&1921
nm9426479&Pinky Lee&NULL
nm9426480&Spike&NULL
nm9426481&Richard Leech&1922
nm9426482&Andrea Leeds&1914
nm9426483&Thelma Leeds&1914
nm9426484&Roger Leenhardt&NULL
nm9426485&Eva leGallienne&NULL
nm9426486&James LeGros&1950
nm9426487&Beatrix Lehman&NULL
nm9426488&Fritz Leiber&1883
nm9426489&Ron Leibman&1937
nm9426490&Don Leifert&NULL
nm9426491&Janet Leigh&1927
nm9426492&Jennifer Jason Leigh&1961
nm9426493&Vivien Leigh&1913
nm9426494&Barbara LeighHunt&1935
nm9426495&Margaret Leighton&1922
nm9426496&Tom Leindecker&NULL
nm9426497&Frederick Leister&1885
nm9426498&Donovan Leitch&NULL
nm9426499&Virginia Leith&1932
nm9426500&Paul LeMat&1952
nm9426501&Harvey Lembeck&1925
nm9426502&Michael Lembeck&NULL
nm9426503&Jack Lemmon&1925
nm9426504&Meadowlark Lemon&NULL
nm9426505&John Lennon&NULL
nm9426506&Jean Lenoir&NULL
nm9426507&Rula Lenska&NULL
nm9426508&Leib Lensky&NULL
nm9426509&Lotte Lenya&1899
nm9426510&Kay Lenz&1953
nm9426511&Rick Lenz&1939
nm9426512&Valerie Leon&NULL
nm9426513&Murray Leonard&1898
nm9426514&Sheldon Leonard&1907
nm9426515&Tea Leoni&NULL
nm9426516&Michael Lerner&NULL
nm9426517&Madeleine Leroux&NULL
nm9426518&Joan Leslie&1925
nm9426519&Bob Lesser&NULL
nm9426520&Bruce Lester&1912
nm9426521&Buddy Lester&NULL
nm9426522&Mark Lester&1958
nm9426523&Al Lettieri&1927
nm9426524&Oscar Levant&1906
nm9426525&Sam Levene&1905
nm9426526&David Lewis&NULL
nm9426527&Diana Lewis&1915
nm9426528&Fiona Lewis&1946
nm9426529&Geoffrey Lewis&NULL
nm9426530&Jenny Lewis&1975
nm9426531&Jerry Lewis&1926
nm9426532&Jerry Lee Lewis&NULL
nm9426533&Joe Lewis&NULL
nm9426534&Ronald Lewis&1928
nm9426535&Sheldon Lewis&1868
nm9426536&Edward Lexy&1897
nm9426537&Viola Leyel&NULL
nm9426538&John Leyton&1939
nm9426539&Brian Libby&NULL
nm9426540&Liberace&NULL
nm9426541&Anne Libert&NULL
nm9426542&Jeremy Licht&NULL
nm9426543&Mitchell Lichtenstein&NULL
nm9426544&Anki Liden&NULL
nm9426545&Ron Liebman&NULL
nm9426546&Lo Lieh&NULL
nm9426547&Albert Lieven&1906
nm9426548&Gordon Lightfoot&NULL
nm9426549&Beatrice Lillie&1898
nm9426550&Elmo Lincoln&1889
nm9426551&Gunnel Lindblom&1931
nm9426552&Eric Linden&1909
nm9426553&Hal Linden&1932
nm9426554&Jennie Linden&1939
nm9426555&Cec Linder&1921
nm9426556&Max Linder&1883
nm9426557&Viveca Lindfors&1920
nm9426558&Audra Lindley&NULL
nm9426559&Olga Lindo&1898
nm9426560&Margaret Lindsay&1910
nm9426561&Mark LinnBaker&NULL
nm9426562&L\'eon M. Lion&NULL
nm9426563&Eugene Lipinski&NULL
nm9426564&Dennis Lipscomb&NULL
nm9426565&Virna Lisi&1937
nm9426566&Francis Lister&1899
nm9426567&Moira Lister&1923
nm9426568&John Litel&1895
nm9426569&John Lithgow&NULL
nm9426570&Ann Little&NULL
nm9426571&Cleavon Little&1939
nm9426572&Lucien Littlefield&1895
nm9426573&Jack Livesey&1901
nm9426574&Roger Livesey&1906
nm9426575&Sam Livesey&1873
nm9426576&Margaret Livingston&1900
nm9426577&Stanley Livingston&NULL
nm9426578&Desmond Llewellyn&NULL
nm9426579&Christopher Lloyd&NULL
nm9426580&Doris Lloyd&1899
nm9426581&Emily Lloyd&NULL
nm9426582&Harold Lloyd&1893
nm9426583&Kathleen Lloyd&NULL
nm9426584&Norman Lloyd&1914
nm9426585&Charles Lloyd-Pack&1905
nm9426586&Tony LoBianco&NULL
nm9426587&Philip Locke&NULL
nm9426588&Sondra Locke&1947
nm9426589&Calvin Lockhart&1934
nm9426590&Gene Lockhart&1891
nm9426591&June Lockhart&1925
nm9426592&Kathleen Lockhart&1893
nm9426593&Heather Locklear&NULL
nm9426594&Gary Lockwood&1937
nm9426595&Margaret Lockwood&1916
nm9426596&Barbara Loden&NULL
nm9426597&John Loder&1898
nm9426598&David Lodge&1922
nm9426599&John Lodge&1903
nm9426600&Jaqueline Logan&NULL
nm9426601&Robert F. Logan&NULL
nm9426602&Marie Lohr&1890
nm9426603&Gina Lollobrigida&1927
nm9426604&Herbert Lom&1917
nm9426605&Herbert Lomas&1887
nm9426606&Carole Lombard&1908
nm9426607&Sol Lomita&NULL
nm9426608&Julie London&1926
nm9426609&John Lone&NULL
nm9426610&Audrey Long&1924
nm9426611&Avon Long&NULL
nm9426612&Richard Long&1927
nm9426613&Shelley Long&NULL
nm9426614&Walter Long&1879
nm9426615&John Longden&1900
nm9426616&Terence Longden&1922
nm9426617&Claudine Longet&NULL
nm9426618&Ray Lonnen&NULL
nm9426619&Michel Lonsdale&1931
nm9426620&Richard Loo&1903
nm9426621&Herbert Loom&NULL
nm9426622&Nancy Loomis&NULL
nm9426623&Rod Loomis&NULL
nm9426624&Gerry Lopez&NULL
nm9426625&Perry Lopez&NULL
nm9426626&Trini Lopez&1933
nm9426627&Gail Lorber&NULL
nm9426628&Jack Lord&1922
nm9426629&Marjorie Lord&1922
nm9426630&Pauline Lord&1890
nm9426631&Traci Lords&NULL
nm9426632&Tony Lorea&NULL
nm9426633&Sophia Loren&1934
nm9426634&Marion Lorne&1886
nm9426635&Peter Lorre&1904
nm9426636&Joan Lorring&1926
nm9426637&Tilly Losch&1901
nm9426638&Bill Louie&NULL
nm9426639&Joe Louis&NULL
nm9426640&Willard Louis&NULL
nm9426641&Anita Louise&1915
nm9426642&Tina Louise&1934
nm9426643&Bessie Love&1898
nm9426644&Montagu Love&1877
nm9426645&Phyllis Love&NULL
nm9426646&Frank Lovejoy&1912
nm9426647&Linda Lovelace&1952
nm9426648&Dyson Lovell&NULL
nm9426649&Raymond Lovell&1900
nm9426650&Lyle Lovett&1958
nm9426651&Arthur Lowe&1914
nm9426652&Edmund Lowe&1890
nm9426653&Rob Lowe&NULL
nm9426654&Carrie Lowell&1964
nm9426655&Robert Lowery&1916
nm9426656&Lynn Lowry&NULL
nm9426657&Morton Lowry&1908
nm9426658&Myrna Loy&1905
nm9426659&Lisa Lu&NULL
nm9426660&Antonella Lualdi&1931
nm9426661&Arthur Lucan&1887
nm9426662&Lisa Lucas&NULL
nm9426663&Wilfred Lucas&1926
nm9426664&Deborah Luce&NULL
nm9426665&Corinne Luchaire&1921
nm9426666&Laurence Luckinbill&1934
nm9426667&Charles Ludlam&NULL
nm9426668&Lorna Luft&NULL
nm9426669&Bela Lugosi&1882
nm9426670&Paul Lukas&1887
nm9426671&Jorge Luke&NULL
nm9426672&Keye Luke&1904
nm9426673&Aldrick Lukes&NULL
nm9426674&Folco Lulli&1912
nm9426675&Lulu&1948
nm9426676&Joanna Lumley&1946
nm9426677&Dayton Lummis&1903
nm9426678&Barbara Luna&1937
nm9426679&Art Lund&1915
nm9426680&John Lund&1913
nm9426681&Alfred Lunt&1892
nm9426682&Ida Lupino&1914
nm9426683&Stanley Lupino&1893
nm9426684&Paul Lupone&NULL
nm9426685&Alfred Lutter&NULL
nm9426686&Thuy An Luu&1967
nm9426687&Jimmy Lydon&1923
nm9426688&Viola Lyel&1900
nm9426689&Alfred Lynch&1933
nm9426690&Richard Lynch&1936
nm9426691&Paul Lynde&1926
nm9426692&Robert Lynen&1921
nm9426693&Carol Lynley&1942
nm9426694&Ann Lynn&1934
nm9426695&Diana Lynn&1926
nm9426696&Jeffrey Lynn&1909
nm9426697&Leni Lynn&1925
nm9426698&Ralph Lynn&1882
nm9426699&Sharon Lynn&1910
nm9426700&Vera Lynn&1921
nm9426701&Ben Lyon&1901
nm9426702&Sue Lyon&1946
nm9426703&Tom Lyons&NULL
nm9426704&Bert Lytell&1888
nm9426705&James MacArthur&1937
nm9426706&Ralph Macchio&NULL
nm9426707&Simon MacCorkindale&1952
nm9426708&J.Farrell MacDonald&1875
nm9426709&Jeanette MacDonald&NULL
nm9426710&Andie MacDowell&NULL
nm9426711&Niall MacGinnis&1913
nm9426712&Jack MacGowran&1916
nm9426713&Ali MacGraw&1938
nm9426714&Marlena MacGuire&NULL
nm9426715&Stephen Macht&NULL
nm9426716&Helen Mack&1913
nm9426717&Kerry Mack&NULL
nm9426718&Marion Mack&NULL
nm9426719&Dorothy Mackaill&1903
nm9426720&Barry Mackay&1906
nm9426721&Fulton Mackay&NULL
nm9426722&Janet MacLachian&NULL
nm9426723&Kyle MacLachlan&NULL
nm9426724&Sandy Mackendrick&1912
nm9426725&Kenneth MacKenna&1899
nm9426726&Barton MacLane&1900
nm9426727&Douglass MacLean&1890
nm9426728&Micheal MacLiammoir&1899
nm9426729&Aline MacMahon&1899
nm9426730&Horace MacMahon&1907
nm9426731&Fred MacMurray&1907
nm9426732&Robert MacNaughton&NULL
nm9426733&Kristy MacNichol&1976
nm9426734&Peter MacNicol&NULL
nm9426735&Norman Macowan&1877
nm9426736&Douglas MacPhail&1910
nm9426737&Elle MacPherson&1966
nm9426738&Jeanie MacPherson&1878
nm9426739&Duncan Macrae&1905
nm9426740&Gordon Macrae&1921
nm9426741&Michael Macrae&NULL
nm9426742&George Macready&1909
nm9426743&Bill Macy&1922
nm9426744&William H. Macy&NULL
nm9426745&Donald Madden&NULL
nm9426746&Peter Madden&1905
nm9426747&Victor Maddern&1926
nm9426748&Amy Madigan&NULL
nm9426749&Guy Madison&1922
nm9426750&Noel Madison&1898
nm9426751&Madonna&1959
nm9426752&Patrick Magee&1924
nm9426753&Anna Magnani&1907
nm9426754&George Maharis&1928
nm9426755&Jock Mahoney&1919
nm9426756&John Mahoney&NULL
nm9426757&Marjorie Main&1890
nm9426758&Marne Maitland&1920
nm9426759&Lee Majors&1940
nm9426760&Eliot Makeham&1882
nm9426761&Chris Makepeace&NULL
nm9426762&Mako&NULL
nm9426763&Mala&1906
nm9426764&Patrick Malahide&NULL
nm9426765&John Malcolm&NULL
nm9426766&Karl Malden&1913
nm9426767&Laurent Malet&NULL
nm9426768&John Malkovich&NULL
nm9426769&Miles Malleson&1888
nm9426770&Tania Mallett&NULL
nm9426771&Boots Mallory&1913
nm9426772&Gina Malo&1909
nm9426773&Dorothy Malone&1925
nm9426774&Eily Malyon&1879
nm9426775&Nick Mancuso&1956
nm9426776&Robert Mandan&NULL
nm9426777&Miles Mander&1888
nm9426778&Silvana Mangano&1937
nm9426779&Karin Mani&NULL
nm9426780&Hank Mann&1887
nm9426781&Guido Mannari&NULL
nm9426782&David Manners&1901
nm9426783&Lucie Mannheim&1895
nm9426784&Ettori Manni&1927
nm9426785&Irene Manning&1917
nm9426786&Dinah Manoff&NULL
nm9426787&Jayne Mansfield&1932
nm9426788&Clelia Mantania&NULL
nm9426789&Paul Mantee&1936
nm9426790&Joe Mantell&NULL
nm9426791&Kiti Manver&NULL
nm9426792&Leslie Manville&NULL
nm9426793&Linda Manz&1961
nm9426794&David Manzy&NULL
nm9426795&Adele Mara&1923
nm9426796&Jean Marais&1913
nm9426797&Marcel Marceau&NULL
nm9426798&Sophie Marceau&1966
nm9426799&Fredric March&1897
nm9426800&Hal March&1920
nm9426801&Corinne Marchand&1928
nm9426802&Henri Marchand&1898
nm9426803&Nancy Marchand&NULL
nm9426804&Andrea Marcovicci&NULL
nm9426805&Theodore Marcuse&1920
nm9426806&Janie Mareze&NULL
nm9426807&Arthur Margetson&1897
nm9426808&Margo&1918
nm9426809&Janet Margolin&1943
nm9426810&Stuart Margolin&1940
nm9426811&Michael Margotta&NULL
nm9426812&Cheech Marin&NULL
nm9426813&Jacques Marin&1919
nm9426814&Rikki Marin&NULL
nm9426815&Howard MarionCrawford&1914
nm9426816&Jane Marken&1895
nm9426817&Enid Markey&1890
nm9426818&Kika Markham&NULL
nm9426819&Monte Markham&1935
nm9426820&Ted Markland&NULL
nm9426821&John Marley&1916
nm9426822&Hugh Marlowe&1911
nm9426823&Scott Marlowe&NULL
nm9426824&Percy Marmont&1883
nm9426825&Evaristo Marquez&NULL
nm9426826&Sally Marr&NULL
nm9426827&Kenneth Mars&1936
nm9426828&Carol Marsh&1926
nm9426829&Garry Marsh&1902
nm9426830&Mae Marsh&1895
nm9426831&Marion Marsh&1913
nm9426832&Alan Marshal&1909
nm9426833&Arthur Marshal&NULL
nm9426834&Brenda Marshall&1915
nm9426835&Bryan Marshall&NULL
nm9426836&Connie Marshall&1938
nm9426837&Don Marshall&NULL
nm9426838&E.G. Marshall&1910
nm9426839&Herbert Marshall&1890
nm9426840&Ken Marshall&NULL
nm9426841&Penny Marshall&NULL
nm9426842&Sarah Marshall&NULL
nm9426843&Tully Marshall&1864
nm9426844&Zena Marshall&1926
nm9426845&AnneMarie Martin&1957
nm9426846&ChrisPin Martin&1894
nm9426847&Dean Martin&1917
nm9426848&Dewey Martin&1923
nm9426849&Dick Martin&1923
nm9426850&Edie Martin&1880
nm9426851&Jean Martin&NULL
nm9426852&Marion Martin&1916
nm9426853&Mary Martin&1913
nm9426854&Millicent Martin&1934
nm9426855&Pamela Sue Martin&NULL
nm9426856&Ross Martin&1920
nm9426857&Strother Martin&1920
nm9426858&Tony Martin&1912
nm9426859&Elsa Martinelli&1933
nm9426860&Frederick Martini&NULL
nm9426861&Nino Martini&1904
nm9426862&Al Martino&NULL
nm9426863&Leslie Martinson&NULL
nm9426864&Lee Marvin&1924
nm9426865&Chico Marx&1886
nm9426866&Groucho Marx&1890
nm9426867&Harpo Marx&1888
nm9426868&Gummo Marx&1893
nm9426869&Zeppo Marx&1901
nm9426870&Marx Brothers&NULL
nm9426871&Ron Masak&NULL
nm9426872&Giulietta Masina&1921
nm9426873&Johnny Mask&NULL
nm9426874&Virginia Maskell&1936
nm9426875&Henry Mason&NULL
nm9426876&Hilary Mason&NULL
nm9426877&Jack Mason&NULL
nm9426878&James Mason&1909
nm9426879&Marsha Mason&1942
nm9426880&Shirley Mason&1900
nm9426881&Lea Massari&1933
nm9426882&Osa Massen&1915
nm9426883&Daniel Massey&1933
nm9426884&Edith Massey&NULL
nm9426885&Ilona Massey&1912
nm9426886&Raymond Massey&1896
nm9426887&Paul Massie&1932
nm9426888&Mary Stuart Masterson&1967
nm9426889&Peter Masterson&NULL
nm9426890&Sean Masterson&NULL
nm9426891&Mary Elizabeth Mastrantonio&NULL
nm9426892&Marcello Mastroianni&1923
nm9426893&Richard Masur&NULL
nm9426894&Clelia Matania&NULL
nm9426895&Julian Mateus&NULL
nm9426896&Aubrey Mather&1885
nm9426897&James Mathers&NULL
nm9426898&Murray Matheson&1912
nm9426899&Tim Matheson&1926
nm9426900&Kerwin Mathews&1926
nm9426901&Walter Matthau&1920
nm9426902&A.E. Matthews&1869
nm9426903&Jessie Matthews&1907
nm9426904&Lester Matthews&1900
nm9426905&Peter Matthey&NULL
nm9426906&Robin Mattson&NULL
nm9426907&Victor Mature&1915
nm9426908&Billy Mauch&1925
nm9426909&Bobby Mauch&1925
nm9426910&Cyril Maude&NULL
nm9426911&Carmen Maura&NULL
nm9426912&Nicole Maurey&1925
nm9426913&Edwin Maxwell&1886
nm9426914&Elsa Maxwell&1883
nm9426915&Lois Maxwell&1927
nm9426916&Marilyn Maxwell&1921
nm9426917&Mathilda May&1965
nm9426918&Russ Mayberry&NULL
nm9426919&Eddie Mayehoff&1911
nm9426920&Peter Mayhew&NULL
nm9426921&Bill Maynard&1928
nm9426922&Ken Maynard&1895
nm9426923&Ferdy Mayne&1916
nm9426924&Virginia Mayo&1920
nm9426925&Mike Mazurki&1909
nm9426926&Melanie Mayron&NULL
nm9426927&Paul Mazursky&1938
nm9426928&Marianne McAndrew&1938
nm9426929&Ray McAnnely&NULL
nm9426930&Andrea McArdle&NULL
nm9426931&May McAvoy&1901
nm9426932&Diane McBain&1941
nm9426933&Donald McBride&1894
nm9426934&Marcia McBroom&NULL
nm9426935&Frances Lee McCain&NULL
nm9426936&Irish McCalla&NULL
nm9426937&Lon McCallister&1923
nm9426938&David McCallum&1933
nm9426939&John McCallum&1917
nm9426940&Neil McCallum&1929
nm9426941&Mercedes McCambridge&1918
nm9426942&Andrew McCarthy&NULL
nm9426943&Kevin McCarthy&1914
nm9426944&Rue McClanahan&NULL
nm9426945&Fergus McClelland&NULL
nm9426946&Sean McClory&1923
nm9426947&Doug McClure&1935
nm9426948&Marc McClure&NULL
nm9426949&Keith McConnell&NULL
nm9426950&Richard McConnell&NULL
nm9426951&Kent McCord&NULL
nm9426952&Patty McCormack&1945
nm9426953&F.J. McCormick&1891
nm9426954&Myron McCormick&1908
nm9426955&Pat McCormick&NULL
nm9426956&Alec McCowen&1925
nm9426957&Tim McCoy&1891
nm9426958&Van McCoy&NULL
nm9426959&Jeff McCracken&NULL
nm9426960&Jody McCrea&NULL
nm9426961&Joel McCrea&1905
nm9426962&Hattie McDaniel&1895
nm9426963&Hugh McDermott&1908
nm9426964&Ruth McDevitt&1895
nm9426965&Marie McDonald&1923
nm9426966&Kit McDonough&NULL
nm9426967&Betty McDowall&NULL
nm9426968&Roddy McDowall&1928
nm9426969&John McEnery&1945
nm9426970&Peter McEnery&1940
nm9426971&Arnie McEnroe&NULL
nm9426972&Spanky McFarland&1928
nm9426973&Spanky McFarland&NULL
nm9426974&Darren McGavin&1922
nm9426975&Vonetta McGee&NULL
nm9426976&Everett McGill&NULL
nm9426977&Ted McGinley&NULL
nm9426978&John McGiver&1913
nm9426979&Frank McGlynn&1867
nm9426980&Patrick McGoohan&1928
nm9426981&Elizabeth McGovern&1961
nm9426982&Alec McGowan&NULL
nm9426983&Ali McGraw&NULL
nm9426984&Charles McGraw&1914
nm9426985&Angela Punch McGregor&NULL
nm9426986&Julie McGregor&NULL
nm9426987&Biff McGuire&1926
nm9426988&Bill McGuire&NULL
nm9426989&Don McGuire&1919
nm9426990&Dorothy McGuire&1919
nm9426991&Marlena McGuire&NULL
nm9426992&Stephen McHattie&NULL
nm9426993&Frank McHugh&1899
nm9426994&John McIntire&1907
nm9426995&Michael McKean&NULL
nm9426996&Lonette McKee&NULL
nm9426997&Ian McKellen&1935
nm9426998&Siobhan McKenna&1923
nm9426999&T.P. McKenna&NULL
nm9427000&Virginia McKenna&1931
nm9427001&Kate McKenzie&NULL
nm9427002&Leo McKern&1920
nm9427003&Norman McKinnel&NULL
nm9427004&Bill McKinney&NULL
nm9427005&Victor McLaglen&1883
nm9427006&Hollis McLaren&NULL
nm9427007&Gibb McLaughlin&1884
nm9427008&John C. McLaughlin&NULL
nm9427009&Diana McLean&NULL
nm9427010&Catherine McLeod&1924
nm9427011&Allyn Ann McLerie&1926
nm9427012&John McLiam&NULL
nm9427013&Marshall McLuhan&NULL
nm9427014&Ed McMahon&NULL
nm9427015&John McMartin&NULL
nm9427016&Kenneth McMillan&NULL
nm9427017&Barbara McNair&NULL
nm9427018&Stephen McNally&1913
nm9427019&Maggie McNamara&1928
nm9427020&Gus McNaughton&1884
nm9427021&Howard McNear&1905
nm9427022&Patrick McNee&1922
nm9427023&Claudia McNeil&NULL
nm9427024&Kathryn McNeil&NULL
nm9427025&Kristy McNichol&1963
nm9427026&Maggie McOmie&NULL
nm9427027&Butterfly McQueen&1911
nm9427028&Steve McQueen&1930
nm9427029&Frank McRae&NULL
nm9427030&Michael McShane&1955
nm9427031&Robert McWade&1865
nm9427032&Audrey Meadows&NULL
nm9427033&Jayne Meadows&1920
nm9427034&Joyce Meadows&NULL
nm9427035&Anne Meara&1929
nm9427036&DeAnn Mears&NULL
nm9427037&Sylvie Meda&NULL
nm9427038&Kay Medford&1914
nm9427039&Patricia Medina&1921
nm9427040&Michael Medwin&1923
nm9427041&Donald Meek&1880
nm9427042&George Meeker&NULL
nm9427043&Ralph Meeker&1920
nm9427044&Thomas Meighan&1879
nm9427045&John Meillon&1934
nm9427046&Mariangela Melato&NULL
nm9427047&Claudine Melgrave&NULL
nm9427048&George S. Melies&1861
nm9427049&Marisa Mell&1929
nm9427050&Michael Melling&NULL
nm9427051&Fuller Mellish~jr.&NULL
nm9427052&Breno Mello&NULL
nm9427053&JeanPierre Melville&1917
nm9427054&Sam Melville&NULL
nm9427055&Murray Melvin&1932
nm9427056&Mauro Mendonco&NULL
nm9427057&Adolphe Menjou&1890
nm9427058&Doro Merande&1898
nm9427059&Nerida Mercado&NULL
nm9427060&Beryl Mercer&1882
nm9427061&Vivien Merchant&1929
nm9427062&Michele Mercier&1942
nm9427063&Melina Mercouri&1923
nm9427064&Burgess Meredith&1908
nm9427065&Don Meredith&NULL
nm9427066&Lee Meredith&NULL
nm9427067&John Merivale&NULL
nm9427068&Philip Merivale&1886
nm9427069&Lee Meriwether&1935
nm9427070&Una Merkel&1903
nm9427071&Ethel Merman&1908
nm9427072&Mary Merrall&NULL
nm9427073&Dina Merrill&1928
nm9427074&Gary Merrill&1914
nm9427075&George Merritt&1890
nm9427076&Jane Merrow&1941
nm9427077&William Mervyn&1912
nm9427078&Hannes Messemer&1924
nm9427079&Mayo Methot&1904
nm9427080&Art Metrano&1937
nm9427081&Jim Metzler&NULL
nm9427082&Emile Meyer&1903
nm9427083&Torben Meyer&NULL
nm9427084&Vittorio Mezzoglomo&NULL
nm9427085&Ralph Michael&1907
nm9427086&Beverly Michaels&1927
nm9427087&Dolores Michaels&1930
nm9427088&Drew Michaels&NULL
nm9427089&Jordan Michaels&NULL
nm9427090&Matt Michaels&NULL
nm9427091&Keith Michell&1926
nm9427092&Ann Michelle&NULL
nm9427093&Charlotte Michelle&NULL
nm9427094&Charles Middleton&1874
nm9427095&Guy Middleton&1906
nm9427096&Ray Middleton&1908
nm9427097&Robert Middleton&1911
nm9427098&Bette Midler&1944
nm9427099&Toshiro Mifune&1920
nm9427100&Tatsuta Mihashi&NULL
nm9427101&Mark Mikulski&NULL
nm9427102&Mario Milano&NULL
nm9427103&Bernard Miles&1907
nm9427104&Joanna Miles&1949
nm9427105&Kelly Miles&NULL
nm9427106&Lillian Miles&NULL
nm9427107&Peter Miles&1938
nm9427108&Sarah Miles&1941
nm9427109&Sherry Miles&NULL
nm9427110&Sylvia Miles&1926
nm9427111&Vera Miles&1929
nm9427112&Kim Milford&NULL
nm9427113&Penelope Milford&NULL
nm9427114&Tomas Milian&1938
nm9427115&John Miljan&1893
nm9427116&Ray Milland&1905
nm9427117&Ray Millard&NULL
nm9427118&Ann Miller&1919
nm9427119&Barry Miller&NULL
nm9427120&David Miller&1909
nm9427121&Denny Miller&NULL
nm9427122&Dick Miller&1928
nm9427123&Eve Miller&NULL
nm9427124&Frank Miller&NULL
nm9427125&Glenn Miller&1904
nm9427126&Jason Miller&1939
nm9427127&Kathleen Miller&NULL
nm9427128&Linda Miller&NULL
nm9427129&Mandy Miller&1944
nm9427130&Mark Miller&NULL
nm9427131&Marvin Miller&1913
nm9427132&Max Miller&1895
nm9427133&Patsy Ruth Miller&1905
nm9427134&Penelope Ann Miller&NULL
nm9427135&Seton I. Miller&1902
nm9427136&Walter C. Miller&1892
nm9427137&Andra Millian&NULL
nm9427138&Donna Mills&NULL
nm9427139&Hayley Mills&1946
nm9427140&John Mills&1908
nm9427141&Juliet Mills&1941
nm9427142&Mort Mills&NULL
nm9427143&Martin Milner&1927
nm9427144&Josh Milrad&NULL
nm9427145&Billy Milton&1905
nm9427146&Yvette Mimieux&1939
nm9427147&Esther Minciotti&1883
nm9427148&Silvio Minciotti&1883
nm9427149&Sal Mineo&1939
nm9427150&Jan Miner&NULL
nm9427151&Liza Minnelli&1946
nm9427152&Mary Miles Minter&1902
nm9427153&Emile Minty&NULL
nm9427154&MiouMiou&1950
nm9427155&Irene Miracle&NULL
nm9427156&Carmen Miranda&1913
nm9427157&Isa Miranda&1905
nm9427158&Helen Mirren&1926
nm9427159&Cameron Mitchell&1918
nm9427160&Channing Mitchell&NULL
nm9427161&Donna Mitchell&NULL
nm9427162&Duke Mitchell&NULL
nm9427163&Grant Mitchell&1874
nm9427164&Julien Mitchell&1884
nm9427165&Leigh Mitchell&NULL
nm9427166&Mary Mitchell&NULL
nm9427167&Millard Mitchell&1900
nm9427168&Thomas Mitchell&1892
nm9427169&Warren Mitchell&1926
nm9427170&Yvonne Mitchell&1925
nm9427171&Chris Mitchum&NULL
nm9427172&James Mitchum&1938
nm9427173&John Mitchum&NULL
nm9427174&Robert Mitchum&1917
nm9427175&Tom Mix&1880
nm9427176&Nobuko Miyamoto&NULL
nm9427177&Jayne Modean&NULL
nm9427178&Matthew Modine&NULL
nm9427179&Gaston Modot&1887
nm9427180&Grace `Bambi' Moehrle&1960
nm9427181&Donald Moffat&NULL
nm9427182&Graham Moffatt&1919
nm9427183&Sharyn Moffett&1936
nm9427184&Gerald Mohr&1914
nm9427185&Angela Molina&NULL
nm9427186&Georgia Moll&NULL
nm9427187&Henry Mollison&NULL
nm9427188&Pierre Mondy&1925
nm9427189&Marilyn Monroe&1926
nm9427190&Tony Monsanto&NULL
nm9427191&Lee Montague&1927
nm9427192&Carlos Montalban&NULL
nm9427193&Ricardo Montalban&1920
nm9427194&Bull Montana&1887
nm9427195&Yves Montand&1921
